predator	LokalID	Individ	n_shoots	h_shoot	n_fl	phen_index	most_adv	n_eggs	n_pred_all	n_aborted_all	n_intact_fruits	attack	year	prop_pred	prop_pred_c	prop_int_fr	prop_int_fr_c
0	Bor012	99	1	14,9	2	1,5	2	0	0	0	1	0	2010	0	0	0,5	0,5
0	Bor012	100	2	19,6	3	2,33333333	3	0	1	0	2	0	2010	0,33333333	0,33333333	0,66666667	0,66666667
1	Göt009a	1	2	14,4	1	3	3	0	1	0	0	0	2010	1	1	0	0
1	Göt009a	2	1	21	1	1	1	1	1	0	0	1	2010	1	1	0	0
1	Göt009a	3	3	21,5	3	1,33333333	2	0	1	0	0	0	2010	0,33333333	0,33333333	0	0
1	Göt009a	4	2	14,1	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Göt009a	5	2	17,2	1	2	2	0	0	0	1	0	2010	0	0	1	1
1	Göt009a	6	2	14,2	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Göt009a	7	1	23,2	3	1,33333333	2	0	2	0	1	0	2010	0,66666667	0,66666667	0,33333333	0,33333333
1	Göt009a	8	2	17	2	1	1	0	1	0	0	0	2010	0,5	0,5	0	0
1	Göt009a	9	1	17,3	2	2	3	0	1	0	0	0	2010	0,5	0,5	0	0
1	Göt009a	10	1	16,1	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Göt009a	11	2	18,7	3	2,33333333	4	2	1	0	0	1	2010	0,33333333	0,33333333	0	0
1	Göt009a	12	2	22,1	2	3	4	0	1	0	0	0	2010	0,5	0,5	0	0
1	Göt009a	13	2	25,7	3	1,33333333	2	0	2	0	1	0	2010	0,66666667	0,66666667	0,33333333	0,33333333
1	Göt009a	14	2	17,6	5	1,4	3	1	4	1	0	1	2010	0,8	0,8	0	0
1	Göt009a	15	2	15,1	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Göt009a	16	2	17,8	1	1	1	0	2	0	0	0	2010	2	1	0	0
1	Göt009a	17	2	15	2	2	3	0	2	0	0	0	2010	1	1	0	0
1	Göt009a	18	3	17,7	4	1	1	1	2	1	0	1	2010	0,5	0,5	0	0
1	Göt009a	19	3	25,8	7	2,57142857	4	0	3	0	3	0	2010	0,42857143	0,42857143	0,42857143	0,42857143
1	Göt009a	20	1	18,3	4	1,25	2	0	0	0	4	0	2010	0	0	1	1
1	Göt009a	21	3	22,5	4	2,25	4	3	3	0	0	1	2010	0,75	0,75	0	0
1	Göt009a	22	2	26,2	2	2	3	2	3	0	0	1	2010	1,5	1	0	0
1	Göt009a	23	2	23,2	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Göt009a	24	4	17	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Göt009a	25	3	13,3	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Göt009a	26	2	12	2	2	3	0	2	0	0	0	2010	1	1	0	0
1	Göt009a	27	1	11,2	1	3	3	0	0	0	0	0	2010	0	0	0	0
1	Göt009a	28	2	16,4	2	1,5	2	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Göt009a	29	1	13,2	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Göt009a	30	2	14,3	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Göt009a	31	3	21	2	2	3	0	1	0	0	0	2010	0,5	0,5	0	0
1	Göt009a	32	2	15,7	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Göt009a	33	1	18,4	3	1,66666667	3	0	3	0	0	0	2010	1	1	0	0
1	Göt009a	34	3	18,3	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Göt009a	35	5	22,5	3	2	4	0	2	0	1	0	2010	0,66666667	0,66666667	0,33333333	0,33333333
1	Göt009a	36	2	17,3	3	3	4	1	3	0	0	1	2010	1	1	0	0
1	Göt009a	37	1	33,6	4	2,75	4	6	5	0	0	1	2010	1,25	1	0	0
1	Göt009a	38	1	17	1	1	1	0	0	0	1	0	2010	0	0	1	1
1	Göt009a	39	1	22,6	2	1,5	2	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Göt009a	40	2	24	2	2	3	0	1	1	0	0	2010	0,5	0,5	0	0
1	Göt009a	41	1	27,3	5	1	1	0	3	0	2	0	2010	0,6	0,6	0,4	0,4
1	Göt009a	42	2	16	3	2,66666667	5	0	1	0	0	0	2010	0,33333333	0,33333333	0	0
1	Göt009a	43	1	26,4	3	1,33333333	2	0	1	0	0	0	2010	0,33333333	0,33333333	0	0
1	Göt009a	44	3	20,8	1	2	2	0	0	0	1	0	2010	0	0	1	1
1	Göt009a	45	1	23,6	2	1,5	2	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Göt009a	46	1	24,9	2	2	3	2	2	0	0	1	2010	1	1	0	0
1	Göt009a	47	2	21,1	2	1,5	2	2	1	0	0	1	2010	0,5	0,5	0	0
1	Göt009a	48	2	22,4	3	2,66666667	4	2	3	0	0	1	2010	1	1	0	0
1	Göt009a	49	7	25,6	4	2	3	3	4	0	0	1	2010	1	1	0	0
1	Göt009a	50	3	28,2	3	2	3	0	0	0	2	0	2010	0	0	0,66666667	0,66666667
1	Göt009a	51	2	29,8	5	3,2	4	0	0	0	0	0	2010	0	0	0	0
1	Göt009a	52	2	34,6	3	3	5	0	3	0	0	0	2010	1	1	0	0
1	Göt009a	53	5	21,8	2	2,5	4	0	1	0	0	0	2010	0,5	0,5	0	0
1	Göt009a	54	4	22,7	2	1,5	2	0	2	0	0	0	2010	1	1	0	0
1	Göt009a	55	2	20,2	1	3	3	0	1	0	0	0	2010	1	1	0	0
1	Göt009a	56	3	15,8	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Göt009a	57	2	12,5	2	2,5	4	0	0	0	1	0	2010	0	0	0,5	0,5
1	Göt009a	58	3	15,2	2	1	1	0	1	0	0	0	2010	0,5	0,5	0	0
1	Göt009a	59	1	23,3	2	3	4	0	2	0	0	0	2010	1	1	0	0
1	Göt009a	60	2	26,2	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Göt009a	61	1	16,9	1	3	3	0	1	0	0	0	2010	1	1	0	0
1	Göt009a	62	1	22	3	1,66666667	3	0	2	0	0	0	2010	0,66666667	0,66666667	0	0
1	Göt009a	63	5	19	2	1,5	2	0	0	0	0	0	2010	0	0	0	0
1	Göt009a	64	2	27,2	4	2,5	5	0	1	0	0	0	2010	0,25	0,25	0	0
1	Göt009a	65	2	23,4	5	2	4	2	5	1	0	1	2010	1	1	0	0
1	Göt009a	66	3	18	1	3	3	0	1	0	0	0	2010	1	1	0	0
1	Göt009a	67	8	18,6	3	1,33333333	2	0	2	0	0	0	2010	0,66666667	0,66666667	0	0
1	Göt009a	68	3	17,3	3	2,33333333	4	0	0	0	0	0	2010	0	0	0	0
1	Göt009a	69	2	14,2	2	1,5	2	0	2	0	2	0	2010	1	1	1	1
1	Göt009a	70	1	27,5	3	2,66666667	4	0	2	0	1	0	2010	0,66666667	0,66666667	0,33333333	0,33333333
1	Göt009a	71	2	17,9	4	3,25	4	2	4	0	0	1	2010	1	1	0	0
1	Göt009a	72	2	18,6	2	2,5	4	0	2	0	0	0	2010	1	1	0	0
1	Göt009a	73	4	23,3	3	2,33333333	4	0	0	1	1	0	2010	0	0	0,33333333	0,33333333
1	Göt009a	74	1	20,7	2	3,5	4	0	2	0	0	0	2010	1	1	0	0
1	Göt009a	75	3	22,3	2	1,5	2	0	1	0	0	0	2010	0,5	0,5	0	0
1	Göt009a	76	3	26,4	2	1,5	2	0	0	1	1	0	2010	0	0	0,5	0,5
1	Göt009a	77	3	26	3	1,33333333	2	0	2	0	0	0	2010	0,66666667	0,66666667	0	0
1	Göt009a	78	5	14,3	3	1,33333333	2	0	2	0	0	0	2010	0,66666667	0,66666667	0	0
1	Göt009a	79	3	13,1	3	1,66666667	3	0	2	2	0	0	2010	0,66666667	0,66666667	0	0
1	Göt009a	80	1	18,8	2	1,5	2	0	0	0	0	0	2010	0	0	0	0
1	Göt009a	81	1	10	1	3	3	0	0	1	0	0	2010	0	0	0	0
1	Göt009a	82	1	13,8	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Göt009a	83	3	9,4	2	1,5	2	0	2	0	0	0	2010	1	1	0	0
1	Göt009a	84	2	17,1	3	1,66666667	3	0	1	1	0	0	2010	0,33333333	0,33333333	0	0
1	Göt009a	85	1	11,9	4	1,25	2	0	4	0	0	0	2010	1	1	0	0
1	Göt009a	86	1	12,2	2	1,5	2	0	1	0	0	0	2010	0,5	0,5	0	0
1	Göt009a	87	3	9,6	1	2	2	0	0	1	0	0	2010	0	0	0	0
1	Göt009a	88	3	13,5	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Göt009a	89	2	21,1	2	3	4	0	2	0	0	0	2010	1	1	0	0
1	Göt009a	90	1	12,5	1	3	3	0	1	0	1	0	2010	1	1	1	1
1	Göt009a	91	3	14,9	2	3,5	4	0	2	0	0	0	2010	1	1	0	0
1	Göt009a	92	2	19,5	2	1,5	2	0	1	1	0	0	2010	0,5	0,5	0	0
1	Göt009a	93	1	15	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Göt009a	94	5	21	2	2	3	0	2	0	0	0	2010	1	1	0	0
1	Göt009a	95	1	32,6	5	2,8	4	2	3	0	1	1	2010	0,6	0,6	0,2	0,2
1	Göt009a	96	1	21,5	3	1,66666667	2	0	4	0	0	0	2010	1,33333333	1	0	0
1	Göt009a	97	1	20,6	3	3	4	0	3	0	0	0	2010	1	1	0	0
1	Göt009a	98	2	25,7	3	2,66666667	4	0	3	0	0	0	2010	1	1	0	0
1	Göt009a	99	1	13,9	3	2	3	0	1	2	0	0	2010	0,33333333	0,33333333	0	0
1	Göt009a	100	3	33,2	3	3	5	0	2	0	0	0	2010	0,66666667	0,66666667	0	0
1	Göt009b	1	3	24,4	3	2,66666667	4	3	3	0	0	1	2010	1	1	0	0
1	Göt009b	2	4	19,3	4	1,5	3	0	3	2	0	0	2010	0,75	0,75	0	0
1	Göt009b	3	3	29	7	2,57142857	4	0	1	0	5	0	2010	0,14285714	0,14285714	0,71428571	0,71428571
1	Göt009b	4	3	22,7	3	1,33333333	2	0	1	0	2	0	2010	0,33333333	0,33333333	0,66666667	0,66666667
1	Göt009b	5	1	14,5	6	1,5	3	0	1	0	3	0	2010	0,16666667	0,16666667	0,5	0,5
1	Göt009b	6	1	16,5	4	1,5	2	0	0	1	3	0	2010	0	0	0,75	0,75
1	Göt009b	7	2	22,3	4	2,25	3	1	1	0	3	1	2010	0,25	0,25	0,75	0,75
1	Göt009b	8	3	9,1	2	1,5	2	0	1	0	0	0	2010	0,5	0,5	0	0
1	Göt009b	9	3	20,6	4	2	3	0	1	0	2	0	2010	0,25	0,25	0,5	0,5
1	Göt009b	10	3	21,1	4	1,5	3	0	2	0	2	0	2010	0,5	0,5	0,5	0,5
1	Göt009b	11	3	17,6	3	1,33333333	2	0	2	0	1	0	2010	0,66666667	0,66666667	0,33333333	0,33333333
1	Göt009b	12	3	25,4	4	1,25	2	0	2	0	2	0	2010	0,5	0,5	0,5	0,5
1	Göt009b	13	2	12,6	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Göt009b	14	2	14,1	2	1,5	2	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Göt009b	15	2	13	2	1,5	2	0	2	0	0	0	2010	1	1	0	0
1	Göt009b	16	3	17,2	3	2,33333333	3	0	3	0	0	0	2010	1	1	0	0
1	Göt009b	17	2	11,1	1	2	2	0	0	0	1	0	2010	0	0	1	1
1	Göt009b	18	3	10,9	1	2	2	0	0	0	1	0	2010	0	0	1	1
1	Göt009b	19	2	27,3	3	3,33333333	4	0	0	0	0	0	2010	0	0	0	0
1	Göt009b	20	8	15,2	3	1,33333333	2	0	1	0	2	0	2010	0,33333333	0,33333333	0,66666667	0,66666667
1	Göt009b	21	2	15,3	1	3	3	0	1	0	0	0	2010	1	1	0	0
1	Göt009b	22	4	15,5	1	2	2	0	0	0	1	0	2010	0	0	1	1
1	Göt009b	23	1	8,3	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Göt009b	24	1	12	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Göt009b	25	4	14,1	2	2	2	0	0	0	2	0	2010	0	0	1	1
1	Göt009b	26	3	12,9	1	2	2	0	0	0	1	0	2010	0	0	1	1
1	Göt009b	27	3	13,7	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Göt009b	28	2	16,6	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Göt009b	29	2	10,1	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Göt009b	30	3	17,5	3	2,66666667	4	0	1	0	2	0	2010	0,33333333	0,33333333	0,66666667	0,66666667
1	Göt009b	31	3	19,9	4	2	3	0	2	0	2	0	2010	0,5	0,5	0,5	0,5
1	Göt009b	32	2	19,2	4	3,25	5	0	2	0	2	0	2010	0,5	0,5	0,5	0,5
1	Göt009b	33	3	22	4	3	4	0	0	0	4	0	2010	0	0	1	1
1	Göt009b	34	3	17,2	4	1,25	2	0	1	0	2	0	2010	0,25	0,25	0,5	0,5
1	Göt009b	35	3	15,6	2	1,5	2	0	1	0	0	0	2010	0,5	0,5	0	0
1	Göt009b	36	4	20	3	2,33333333	3	0	1	0	2	0	2010	0,33333333	0,33333333	0,66666667	0,66666667
1	Göt009b	37	2	17,6	3	2,66666667	4	0	2	0	1	0	2010	0,66666667	0,66666667	0,33333333	0,33333333
1	Göt009b	38	3	22,4	2	1,5	2	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Göt009b	39	1	19,4	1	1	1	0	0	0	1	0	2010	0	0	1	1
1	Göt009b	40	3	23,5	3	2,33333333	3	0	2	1	1	0	2010	0,66666667	0,66666667	0,33333333	0,33333333
1	Göt009b	41	11	15,2	2	2	3	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Göt009b	42	1	16,4	1	4	4	0	0	0	1	0	2010	0	0	1	1
1	Göt009b	43	1	23,4	4	2,75	4	0	3	0	1	0	2010	0,75	0,75	0,25	0,25
1	Göt009b	44	1	19,5	3	2,33333333	3	0	0	0	3	0	2010	0	0	1	1
1	Göt009b	45	2	18,6	3	2,33333333	3	0	2	0	2	0	2010	0,66666667	0,66666667	0,66666667	0,66666667
1	Göt009b	46	4	19,2	5	2,6	4	0	0	0	5	0	2010	0	0	1	1
1	Göt009b	47	2	17,6	3	1,33333333	2	0	0	0	3	0	2010	0	0	1	1
1	Göt009b	48	3	21,6	4	1,25	2	0	2	0	1	0	2010	0,5	0,5	0,25	0,25
1	Göt009b	49	8	8,8	15	2,13333333	4	0	0	2	8	0	2010	0	0	0,53333333	0,53333333
1	Göt009b	50	2	25,8	5	2	3	0	0	0	1	0	2010	0	0	0,2	0,2
1	Göt009b	51	2	22,2	7	1,57142857	2	0	4	0	3	0	2010	0,57142857	0,57142857	0,42857143	0,42857143
1	Göt009b	52	2	25,6	7	1,71428571	3	0	0	1	6	0	2010	0	0	0,85714286	0,85714286
1	Göt009b	53	1	18,9	3	1	1	0	1	1	1	0	2010	0,33333333	0,33333333	0,33333333	0,33333333
1	Göt009b	54	3	28,1	5	2,6	4	4	1	0	4	1	2010	0,2	0,2	0,8	0,8
1	Göt009b	55	1	19,6	2	1,5	2	0	2	0	0	0	2010	1	1	0	0
1	Göt009b	56	2	27,1	2	1,5	2	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Göt009b	57	2	14,2	1	3	3	0	1	0	0	0	2010	1	1	0	0
1	Göt009b	58	1	19,6	2	1,5	2	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Göt009b	59	2	14,9	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Göt009b	60	1	17,1	2	2	3	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Göt009b	61	2	23,6	3	3	4	3	2	0	1	1	2010	0,66666667	0,66666667	0,33333333	0,33333333
1	Göt009b	62	2	34,7	5	3,8	5	8	4	0	1	1	2010	0,8	0,8	0,2	0,2
1	Göt009b	63	4	22,5	4	1,5	3	0	3	0	0	0	2010	0,75	0,75	0	0
1	Göt009b	64	2	18,3	2	1,5	2	0	0	1	1	0	2010	0	0	0,5	0,5
1	Göt009b	65	2	21,2	5	1,2	2	0	0	2	3	0	2010	0	0	0,6	0,6
1	Göt009b	66	1	22	3	1,33333333	2	1	2	1	0	1	2010	0,66666667	0,66666667	0	0
1	Göt009b	67	2	19,6	2	1,5	2	3	2	0	0	1	2010	1	1	0	0
1	Göt009b	68	1	17	3	1,33333333	2	0	1	2	0	0	2010	0,33333333	0,33333333	0	0
1	Göt009b	69	2	8,2	1	1	1	0	0	0	1	0	2010	0	0	1	1
1	Göt009b	70	3	15,6	1	3	3	0	0	0	1	0	2010	0	0	1	1
1	Göt009b	71	2	17,5	7	1,85714286	4	3	1	0	5	1	2010	0,14285714	0,14285714	0,71428571	0,71428571
1	Göt009b	72	3	14,1	1	1	1	0	0	1	0	0	2010	0	0	0	0
1	Göt009b	73	4	12,6	2	3	4	0	0	0	2	0	2010	0	0	1	1
1	Göt009b	74	2	12	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Göt009b	75	2	16,2	2	2	3	0	0	0	2	0	2010	0	0	1	1
1	Göt009b	76	2	17,2	4	1,75	3	0	2	1	1	0	2010	0,5	0,5	0,25	0,25
1	Göt009b	77	2	15,5	3	2,33333333	3	0	1	0	2	0	2010	0,33333333	0,33333333	0,66666667	0,66666667
1	Göt009b	78	5	23,4	5	2	3	0	4	0	1	0	2010	0,8	0,8	0,2	0,2
1	Göt009b	79	3	13,1	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Göt009b	80	2	12,1	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Göt009b	81	1	10,7	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Göt009b	82	1	26,4	2	1,5	2	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Göt009b	83	3	11,5	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Göt009b	84	1	18,6	2	1,5	2	0	2	0	0	0	2010	1	1	0	0
1	Göt009b	85	1	20	6	1,16666667	2	0	1	0	3	0	2010	0,16666667	0,16666667	0,5	0,5
1	Göt009b	86	1	18,6	2	1,5	2	0	1	1	0	0	2010	0,5	0,5	0	0
1	Göt009b	87	3	25,2	3	2,33333333	3	0	1	0	2	0	2010	0,33333333	0,33333333	0,66666667	0,66666667
1	Göt009b	88	1	24,6	3	2,66666667	4	1	3	0	0	1	2010	1	1	0	0
1	Göt009b	89	2	19,4	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Göt009b	90	2	24,1	2	1,5	2	0	1	0	2	0	2010	0,5	0,5	1	1
1	Göt009b	91	2	23,6	2	1,5	2	0	0	0	2	0	2010	0	0	1	1
1	Göt009b	92	1	24,9	4	2	3	0	1	0	3	0	2010	0,25	0,25	0,75	0,75
1	Göt009b	93	3	19,1	3	1,33333333	2	0	0	2	1	0	2010	0	0	0,33333333	0,33333333
1	Göt009b	94	1	17,4	4	1,5	2	0	0	1	3	0	2010	0	0	0,75	0,75
1	Göt009b	95	2	8,9	1	1	1	0	0	0	1	0	2010	0	0	1	1
1	Göt009b	96	2	9,7	2	1,5	2	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Göt009b	97	2	14,6	2	1	1	0	2	0	0	0	2010	1	1	0	0
1	Göt009b	98	2	6,4	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Göt009b	99	3	24,1	4	2,75	4	0	2	0	2	0	2010	0,5	0,5	0,5	0,5
1	Göt009b	100	2	11,5	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Göt016	1	5	28,5	2	2	3	0	1	0	0	0	2010	0,5	0,5	0	0
1	Göt016	2	2	31,4	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Göt016	3	2	29,9	1	3	3	0	1	0	0	0	2010	1	1	0	0
1	Göt016	4	2	27,2	1	1	1	0	0	0	0	0	2010	0	0	0	0
1	Göt016	5	2	22,5	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Göt016	6	1	30	1	3	3	0	0	0	1	0	2010	0	0	1	1
1	Göt016	7	3	27,6	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Göt016	8	2	31,6	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Göt016	9	2	28,6	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Göt016	10	2	32,7	2	1,5	2	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Göt016	11	1	19,6	3	1	1	0	2	0	0	0	2010	0,66666667	0,66666667	0	0
1	Göt016	12	3	25,5	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Göt016	13	1	29,7	3	2,33333333	4	0	2	0	0	0	2010	0,66666667	0,66666667	0	0
1	Göt016	14	2	24,6	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Göt016	15	2	33,5	3	2,66666667	4	0	3	0	0	0	2010	1	1	0	0
1	Göt016	16	3	26,2	2	2	3	0	1	0	0	0	2010	0,5	0,5	0	0
1	Göt016	17	3	24	1	4	4	0	1	0	0	0	2010	1	1	0	0
1	Göt016	18	2	34,5	2	2,5	3	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Göt016	19	2	27,7	1	3	3	0	1	0	0	0	2010	1	1	0	0
1	Göt016	20	1	30,1	4	1,75	3	0	2	1	1	0	2010	0,5	0,5	0,25	0,25
1	Göt016	21	2	29	1	3	3	0	0	0	1	0	2010	0	0	1	1
1	Göt016	22	2	21,2	2	1,5	2	0	2	0	0	0	2010	1	1	0	0
1	Göt016	23	3	15,7	1	4	4	0	1	0	0	0	2010	1	1	0	0
1	Göt016	24	2	11,5	1	4	4	0	0	0	0	0	2010	0	0	0	0
1	Göt016	25	2	15	2	3	4	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Göt016	26	3	17,5	2	2	3	0	1	0	0	0	2010	0,5	0,5	0	0
1	Göt016	27	2	17	3	2	4	0	0	0	0	0	2010	0	0	0	0
1	Göt016	28	2	13,1	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Göt016	29	8	23,3	3	3	4	0	3	0	0	0	2010	1	1	0	0
1	Göt016	30	5	24,3	3	1,66666667	3	0	3	1	0	0	2010	1	1	0	0
1	Göt016	31	2	16,2	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Göt016	32	1	16,5	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Göt016	33	1	28	3	1,33333333	2	0	0	0	3	0	2010	0	0	1	1
1	Göt016	34	1	22,2	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Göt016	35	3	14,8	1	1	1	0	2	0	0	0	2010	2	1	0	0
1	Göt016	36	2	19,6	1	1	1	0	3	0	0	0	2010	3	1	0	0
1	Göt016	37	3	27,5	2	1	1	0	2	0	0	0	2010	1	1	0	0
1	Göt016	38	2	26,7	3	1	1	0	3	0	0	0	2010	1	1	0	0
1	Göt016	39	6	26,5	2	1,5	2	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Göt016	40	11	19,1	2	2	3	0	2	0	0	0	2010	1	1	0	0
1	Göt016	41	3	22,4	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Göt016	42	2	31,2	3	1,33333333	2	0	1	0	1	0	2010	0,33333333	0,33333333	0,33333333	0,33333333
1	Göt016	43	4	31,6	3	1,33333333	2	0	2	0	1	0	2010	0,66666667	0,66666667	0,33333333	0,33333333
1	Göt016	44	2	24	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Göt016	45	2	30,1	2	2,5	3	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Göt016	46	3	29,2	3	1,33333333	2	0	1	2	0	0	2010	0,33333333	0,33333333	0	0
1	Göt016	47	1	24,9	3	1,33333333	2	0	0	1	1	0	2010	0	0	0,33333333	0,33333333
1	Göt016	48	2	24,2	3	1,33333333	2	0	0	2	1	0	2010	0	0	0,33333333	0,33333333
1	Göt016	49	2	15,7	2	1	1	0	0	0	1	0	2010	0	0	0,5	0,5
1	Göt016	50	3	23,5	3	2,66666667	4	0	1	1	2	0	2010	0,33333333	0,33333333	0,66666667	0,66666667
1	Göt016	51	7	25,2	3	1,33333333	2	0	2	0	1	0	2010	0,66666667	0,66666667	0,33333333	0,33333333
1	Göt016	52	1	24,3	2	1,5	2	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Göt016	53	1	25,2	3	1,33333333	2	0	0	1	2	0	2010	0	0	0,66666667	0,66666667
1	Göt016	54	1	22,2	2	1,5	2	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Göt016	55	3	19,2	3	1,66666667	2	0	2	0	1	0	2010	0,66666667	0,66666667	0,33333333	0,33333333
1	Göt016	56	2	22,1	5	2,2	4	0	3	0	2	0	2010	0,6	0,6	0,4	0,4
1	Göt016	57	1	25,1	3	2,66666667	4	0	3	0	0	0	2010	1	1	0	0
1	Göt016	58	3	26,5	3	2	3	0	1	1	1	0	2010	0,33333333	0,33333333	0,33333333	0,33333333
1	Göt016	59	3	16,5	2	2	3	0	1	0	0	0	2010	0,5	0,5	0	0
1	Göt016	60	4	19,5	4	1,25	2	0	4	0	0	0	2010	1	1	0	0
1	Göt016	61	3	14,2	3	1,33333333	2	2	2	4	0	1	2010	0,66666667	0,66666667	0	0
1	Göt016	62	4	20,5	3	1,66666667	2	0	2	0	0	0	2010	0,66666667	0,66666667	0	0
1	Göt016	63	5	22,5	3	3	5	0	3	0	0	0	2010	1	1	0	0
1	Göt016	64	3	26,4	3	2	3	0	2	0	1	0	2010	0,66666667	0,66666667	0,33333333	0,33333333
1	Göt016	65	1	26,6	4	1,25	2	0	0	0	0	0	2010	0	0	0	0
1	Göt016	66	2	24	2	1,5	2	0	2	0	0	0	2010	1	1	0	0
1	Göt016	67	2	26,5	2	1,5	2	0	2	0	0	0	2010	1	1	0	0
1	Göt016	68	1	29,6	2	1,5	2	0	0	0	2	0	2010	0	0	1	1
1	Göt016	69	2	36,7	3	1	1	0	2	0	0	0	2010	0,66666667	0,66666667	0	0
1	Göt016	70	1	24,9	1	1	1	0	0	0	1	0	2010	0	0	1	1
1	Göt016	71	1	18,1	5	1	1	0	0	5	0	0	2010	0	0	0	0
1	Göt016	72	3	33,2	4	1,25	2	0	3	0	1	0	2010	0,75	0,75	0,25	0,25
1	Göt016	73	2	23,7	1	1	1	0	2	0	0	0	2010	2	1	0	0
1	Göt016	74	2	25,5	1	1	1	0	1	0	1	0	2010	1	1	1	1
1	Göt016	75	2	20,5	3	1	1	0	2	2	0	0	2010	0,66666667	0,66666667	0	0
1	Göt016	76	3	28,8	2	1,5	2	0	2	0	0	0	2010	1	1	0	0
1	Göt016	77	2	31,2	3	1	1	0	4	0	0	0	2010	1,33333333	1	0	0
1	Göt016	78	1	25	2	1	1	0	1	0	1	0	2010	0,5	0,5	0,5	0,5
1	Göt016	79	2	23,5	1	2	2	0	1	0	0	0	2010	1	1	0	0
1	Göt016	80	1	22	1	1	1	0	1	1	0	0	2010	1	1	0	0
1	Göt016	81	1	29,8	3	1	1	0	2	0	0	0	2010	0,66666667	0,66666667	0	0
1	Göt016	82	2	40,2	2	1	1	0	2	0	0	0	2010	1	1	0	0
1	Göt016	83	2	18,1	1	1	1	0	1	0	0	0	2010	1	1	0	0
1	Göt016	84	2	27,8	5	1,2	2	0	4	0	1	0	2010	0,8	0,8	0,2	0,2
1	Göt016	85	2	30,3	2	1,5	2	0	2	0	0	0	2010	1	1	0	0
1	Göt016	86	3	20,2	4	2,25	4	0	4	0	0	0	2010	1	1	0	0
1	Göt016	87	6	25,3	3	3	5	0	2	0	0	0	2010	0,66666667	0,66666667	0	0
